samplename	original_varname	acc_varname	groupid	count	percentage	notes
Fall_b49	Alnus	Alnus	TRSH	9	2.0361991	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Fall_b49	Cercis	Cercis siliquastrum	TRSH	1	0.22624434	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Fall_b49	Cistus	Cistus	TRSH	9	2.0361991	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Fall_b49	Corylus	Corylus	TRSH	2	0.45248869	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Fall_b49	Ephedra	Ephedra	TRSH	1	0.22624434	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Fall_b49	Juniperus type	Juniperus-type	TRSH	7	1.5837104	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Fall_b49	Olea	Olea europaea	TRSH	12	2.7149321	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Fall_b49	Pinus sp	Pinus	TRSH	130	29.411765	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Fall_b49	Pistacia	Pistacia	TRSH	6	1.3574661	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Fall_b49	Rosaceae, Prunus	Prunus-type	TRSH	1	0.22624434	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Fall_b49	Quercus	Quercus	TRSH	189	42.760181	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Fall_b49	Rhus	Rhus	TRSH	1	0.22624434	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Fall_b49	Salix	Salix	TRSH	15	3.3936652	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Fall_b49	Tamarix	Tamarix	TRSH	3	0.67873303	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Fall_b49	Apiaceae	Apiaceae	HERB	1	0.22624434	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Fall_b49	Asteraceae Liguliflorae	Asteraceae subf. Cichorioideae	HERB	1	0.22624434	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Fall_b49	Brassica	Brassicaceae	HERB	20	4.5248869	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Fall_b49	Poaceae Cerealia	Cerealia-type	HERB	6	1.3574661	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Fall_b49	Chenopodiaceae Sueda/Atriplex type	Chenopodiaceae/Amaranthaceae	HERB	10	2.2624434	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Fall_b49	Asteraceae Circium type	Cirsium	HERB	1	0.22624434	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Fall_b49	cf Citrillus	Citrullus	HERB	1	0.22624434	GroupID taken from spreadsheet
Fall_b49	Geranium	Geranium	HERB	1	0.22624434	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Fall_b49	Asteraceae Helianthus type	Helianthus	HERB	2	0.45248869	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Fall_b49	Lamiaceae	Lamiaceae	HERB	4	0.90497738	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Fall_b49	Poaceae	Poaceae	HERB	9	2.0361991	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
