samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Panova_a9	144	40	144	Sphagnum	Sphagnum	BRYO
Panova_a9	788	216	125	Pinus sylvestris	Pinus sylvestris-type	TRSH
Panova_a9	33	10	33	Cyperaceae	Cyperaceae	HERB
Panova_a9	126	51	126	Picea	Picea	TRSH
Panova_a9	1361	15	124	Pinus sibirica	Pinus cembra-type	TRSH
Panova_a9	7	2	7	Artemisia	Artemisia	HERB
Panova_a9	146	6	146	Polypodiaceae	Monolete fern spores	VACR
Panova_a9	560	3	321	Abies	Abies	TRSH
Panova_a9	1098	6	177	Varia	Indeterminable: unknown	INUN
Panova_a9	123	2	123	Larix	Larix/Pseudotsuga	TRSH
Panova_a9	6	1	6	Apiaceae	Apiaceae	HERB
Panova_a9	18	1	18	Caryophyllaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB
Panova_a9	41	3	41	Fabaceae	Fabaceae	HERB
Panova_a9	112	1	112	Thalictrum	Thalictrum	HERB
Panova_a9	752	1	752	Lycopodiaceae	Lycopodiaceae	VACR
Panova_a9	1240	15	128	Betula alba-type	Betula pubescens-type	TRSH
