samplename	original_varname	acc_varname	groupid	count	percentage	notes
Stivrins_b1	Alnus	Alnus	TRSH	20	3.8461538	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Stivrins_b1	Betula	Betula	TRSH	102	19.615385	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Stivrins_b1	Calluna	Calluna vulgaris	TRSH	7	1.3461538	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Stivrins_b1	Corylus	Corylus	TRSH	10	1.9230769	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Stivrins_b1	Emphetrum nigrum	Empetrum nigrum	DWAR	3	0.57692308	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Stivrins_b1	Fraxinus	Fraxinus	TRSH	8	1.5384615	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Stivrins_b1	Picea	Picea	TRSH	42	8.0769231	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Stivrins_b1	Pinus	Pinus	TRSH	238	45.769231	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Stivrins_b1	Salix	Salix	TRSH	6	1.1538462	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Stivrins_b1	Tilia	Tilia	TRSH	5	0.96153846	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Stivrins_b1	Ulmus	Ulmus/Zelkova	TRSH	1	0.19230769	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Stivrins_b1	Artemisia	Artemisia	HERB	5	0.96153846	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Stivrins_b1	Cyperaceae	Cyperaceae	HERB	12	2.3076923	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Stivrins_b1	Poaceae	Poaceae	HERB	20	3.8461538	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Stivrins_b1	Rumex acetosa	Rumex acetosa-type	HERB	25	4.8076923	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Stivrins_b1	Urtica	Urtica	HERB	10	1.9230769	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Stivrins_b1	Dryopteris	Dryopteris-type	VACR	5	0.96153846	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Stivrins_b1	Equisetum	Equisetum	VACR	1	0.19230769	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Stivrins_b1	Potamogeton	Potamogeton-type	AQUA	2	0.38461538	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Stivrins_b1	Sphagnum	Sphagnum	NOPO	30		GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
