samplename	original_varname	acc_varname	groupid	count	percentage	notes
Tarasov_a613	Abies	Abies	TRSH	5.73	5.73	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Tarasov_a613	Alnus	Alnus	TRSH	6.17	6.17	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Tarasov_a613	Betula	Betula	TRSH	9.47	9.47	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Tarasov_a613	Carpinus	Carpinus betulus	TRSH	0.22	0.22	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Tarasov_a613	Ericaceae	Ericales (tetrad)	DWAR	16.96	16.96	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Tarasov_a613	Fraxinus	Fraxinus	TRSH	0.22	0.22	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Tarasov_a613	Larix	Larix/Pseudotsuga	TRSH	8.37	8.37	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Tarasov_a613	Myrica	Myrica	TRSH	0.66	0.66	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Tarasov_a613	Picea	Picea	TRSH	32.6	32.6	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Tarasov_a613	Pinus	Pinus	TRSH	19.6	19.6	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
