samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Svobodova_a12	2	1	2	Acer	Acer campestre-type	TRSH
Svobodova_a12	5	24	5	Alnus	Alnus	TRSH
Svobodova_a12	560	1	321	Abies	Abies	TRSH
Svobodova_a12	7	3	7	Artemisia	Artemisia	HERB
Svobodova_a12	12	30	12	Betula	Betula	TRSH
Svobodova_a12	13	2	13	Brassicaceae	Brassicaceae	HERB
Svobodova_a12	16	1	16	Carpinus	Carpinus betulus	TRSH
Svobodova_a12	18	1	18	Caryophyllaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB
Svobodova_a12	24	1	24	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB
Svobodova_a12	33	30	33	Cyperaceae	Cyperaceae	HERB
Svobodova_a12	192	6	42	Fagus	Fagus	TRSH
Svobodova_a12	201	5	31	Corylus	Corylus	TRSH
Svobodova_a12	2511	1	772	Dryopteris t.	Dryopteris-type	VACR
Svobodova_a12	2519	90	559	Lycopodiums counted	Lycopodium (counted)	NOPO
Svobodova_a12	57	5	57	Juglans	Juglans	TRSH
Svobodova_a12	190	1	190	Fraxinus	Fraxinus	TRSH
Svobodova_a12	442	1	68	Olea	Olea europaea	TRSH
Svobodova_a12	473	2	473	Melampyrum	Melampyrum	HERB
Svobodova_a12	60	2	60	Plantago lanceolata	Plantago lanceolata-type	HERB
Svobodova_a12	75	120	75	Pinus	Pinus	TRSH
Svobodova_a12	126	50	126	Picea	Picea	TRSH
Svobodova_a12	80	20	80	Poaceae	Poaceae	HERB
Svobodova_a12	189	8	189	Quercus	Quercus	TRSH
Svobodova_a12	99	3	99	Salix	Salix	TRSH
Svobodova_a12	187	1	187	Tilia	Tilia	TRSH
Svobodova_a12	256	1	256	Secale cereale	Secale cereale	HERB
Svobodova_a12	540	1	540	Vaccinium	Vaccinium	TRSH
Svobodova_a12	652	7	652	Urtica	Urtica	HERB
Svobodova_a12	441	1	19	Castanea	Castanea sativa	TRSH
Svobodova_a12	727	6	94	Rumex	Rumex/Oxyria	HERB
Svobodova_a12	768	2	22	Cereales	Cerealia-type	HERB
Svobodova_a12	812	1	423	Zea mays	Zea mays	HERB
