samplename	original_varname	acc_varname	groupid	count	percentage	notes
Colombaroli_a22	Alnus	Alnus	TRSH	1	0.16207455	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Colombaroli_a22	Erica	Erica	DWAR	1	0.16207455	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Eucalyptus	Eucalyptus	TRSH	1	0.16207455	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Fraxinus excelsior	Fraxinus excelsior-type	TRSH	27	4.376013	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Fraxinus ornus	Fraxinus ornus	TRSH	1	0.16207455	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Juniperus	Juniperus communis-type	TRSH	7	1.1345219	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Olea europaea	Olea europaea	TRSH	3	0.48622366	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Pinus	Pinus	TRSH	221	35.818476	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Colombaroli_a22	Pistacia	Pistacia	TRSH	1	0.16207455	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Prunus	Prunus-type	TRSH	1	0.16207455	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Colombaroli_a22	Quercus cerris/suber	Quercus cerris-type	TRSH	49	7.9416532	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Quercus ilex/coccifera	Quercus ilex-type	TRSH	1	0.16207455	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Quercus pubescens/petraea	Quercus robur-type	TRSH	50	8.1037277	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Apiaceae	Apiaceae	HERB	49	7.9416532	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Colombaroli_a22	Artemisia	Artemisia	HERB	4	0.64829822	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Colombaroli_a22	Asphodelus	Asphodelus	HERB	7	1.1345219	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Aster type	Aster-type	HERB	12	1.9448947	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Cichorioidae	Asteraceae subf. Cichorioideae	HERB	36	5.834684	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Colombaroli_a22	Brassicaceae	Brassicaceae	HERB	5	0.81037277	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Colombaroli_a22	Carduus type	Carduus	HERB	23	3.7277147	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Caryophyllaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB	1	0.16207455	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Centaurea nigra type	Centaurea nigra-type	HERB	2	0.32414911	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Cerealia	Cerealia-type	HERB	3	0.48622366	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB	2	0.32414911	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Cyclamen	Cyclamen	HERB	1	0.16207455	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Fabaceae	Fabaceae	HERB	3	0.48622366	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Colombaroli_a22	Liliaceae	Liliaceae-type	HERB	1	0.16207455	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Achillea type	Matricaria-type	HERB	12	1.9448947	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Mercurialis annua	Mercurialis annua	HERB	5	0.81037277	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Orlaya	Orlaya	HERB	5	0.81037277	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Plantago lanceolata	Plantago lanceolata-type	HERB	6	0.97244733	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Plantago maritima	Plantago maritima-type	HERB	4	0.64829822	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Poaceae	Poaceae	HERB	68	11.02107	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Colombaroli_a22	Ranunculus acris type	Ranunculus acris-type	HERB	2	0.32414911	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Colombaroli_a22	Rubiaceae	Rubiaceae	HERB	1	0.16207455	Inconsistent at the groupID and higher_groupID levels between EPD and NEOTOMA. Going for EPD groupID.
Colombaroli_a22	Sanguisorba minor	Sanguisorba minor-type	HERB	1	0.16207455	GroupID taken from POLNET. Only one taxon matched that acc_varname.
