	samplename	var_	count	acc_var_	original_varname	acc_varname	groupid	notes
0	Roesch_a6	770	20	1	Abies alba	Abies	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
1	Roesch_a6	2	9	2	Acer	Acer campestre-type	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
2	Roesch_a6	1111	2	1111	Aesculus hippocastanum	Aesculus hippocastanum	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
3	Roesch_a6	1114	429	175	Alnus glutinosa T	Alnus glutinosa-type	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
4	Roesch_a6	37	4	37	Artemisia	Artemisia	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
5	Roesch_a6	1120	11	231	Athyrium	Athyrium filix-femina	VACR	GroupID taken from POLNET. Only one taxon matched that acc_varname.
6	Roesch_a6	1121	2	1121	Avena T	Avena-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
7	Roesch_a6	5	213	5	Betula	Betula	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
8	Roesch_a6	1123	9	42	Brassicaeae	Brassicaceae	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
9	Roesch_a6	574	79	7	Carpinus betulus	Carpinus betulus	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
10	Roesch_a6	47	3	47	Castanea sativa	Castanea sativa	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
11	Roesch_a6	1133	5	50	Cerealia T	Cerealia-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
12	Roesch_a6	1135	25	1135	Charcoal	Charcoal	CHAR	GroupID taken from POLNET. Only one taxon matched that acc_varname.
13	Roesch_a6	52	3	52	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
14	Roesch_a6	1136	1	53	Cichoriaceae	Asteraceae subf. Cichorioideae	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
15	Roesch_a6	614	1	614	Cirsium	Cirsium	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
16	Roesch_a6	59	244	9	Corylus avellana	Corylus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
17	Roesch_a6	1140	6	61	Cyperaceae undiff	Cyperaceae	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
18	Roesch_a6	1142	1	63	Daucus carota	Daucus	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
19	Roesch_a6	235	29	235	Dryopteris dilatata	Dryopteris dilatata	VACR	GroupID taken from POLNET. Only one taxon matched that acc_varname.
20	Roesch_a6	559	1	559	Epilobium	Epilobium	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
21	Roesch_a6	68	2	68	Euphorbia	Euphorbia	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
