samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Lazarova_a16	2	1	2	Acer	Acer campestre-type	TRSH
Lazarova_a16	5	17	5	Alnus	Alnus	TRSH
Lazarova_a16	6	21	6	Apiaceae	Apiaceae	HERB
Lazarova_a16	7	3	7	Artemisia	Artemisia	HERB
Lazarova_a16	560	13	321	Abies	Abies	TRSH
Lazarova_a16	1325	7	160	Achillea/Aster-type	Asteraceae subf. Asteroideae	HERB
Lazarova_a16	1326	1	4	Allium-type	Allium-type	HERB
Lazarova_a16	12	13	12	Betula	Betula	TRSH
Lazarova_a16	13	2	13	Brassicaceae	Brassicaceae	HERB
Lazarova_a16	18	4	18	Caryophyllaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB
Lazarova_a16	24	3	24	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB
Lazarova_a16	162	2	162	Boraginaceae	Boraginaceae	HERB
Lazarova_a16	563	10	16	Carpinus betulus	Carpinus betulus	TRSH
Lazarova_a16	1035	18	70	Carpinus orientalis/Ostrya	Ostrya/Carpinus orientalis	TRSH
Lazarova_a16	1329	2	1329	Cornus mas	Cornus mas	TRSH
Lazarova_a16	33	3	33	Cyperaceae	Cyperaceae	HERB
Lazarova_a16	41	2	41	Fabaceae	Fabaceae	HERB
Lazarova_a16	57	2	57	Juglans	Juglans	TRSH
Lazarova_a16	59	2	59	Lamiaceae	Lamiaceae	HERB
Lazarova_a16	63	1	63	Lythrum	Lythrum	HERB
Lazarova_a16	145	1	145	Equisetum	Equisetum	VACR
Lazarova_a16	192	17	42	Fagus	Fagus	TRSH
Lazarova_a16	30	2	30	Plantago coronopus	Plantago coronopus-type	HERB
Lazarova_a16	60	6	60	Plantago lanceolata	Plantago lanceolata-type	HERB
Lazarova_a16	78	2	78	Platanus	Platanus	TRSH
Lazarova_a16	80	27	80	Poaceae	Poaceae	HERB
Lazarova_a16	126	900	126	Picea	Picea	TRSH
Lazarova_a16	146	3	146	Polypodiaceae	Monolete fern spores	VACR
Lazarova_a16	99	2	99	Salix	Salix	TRSH
Lazarova_a16	101	1	101	Sanguisorba minor	Sanguisorba minor-type	HERB
Lazarova_a16	135	28	135	Ranunculaceae	Ranunculaceae	HERB
Lazarova_a16	173	2	173	Scrophulariaceae	Scrophulariaceae (colporate-reticulate)	HERB
Lazarova_a16	187	1	187	Tilia	Tilia	TRSH
Lazarova_a16	189	33	189	Quercus	Quercus	TRSH
Lazarova_a16	639	1	639	Saxifragaceae	Saxifragaceae	HERB
Lazarova_a16	727	6	94	Rumex	Rumex/Oxyria	HERB
Lazarova_a16	1098	3	177	Varia	Indeterminable: unknown	INUN
Lazarova_a16	122	1	122	Vitis	Vitis	TRSH
Lazarova_a16	154	2	154	Ulmus	Ulmus/Zelkova	TRSH
Lazarova_a16	652	3	652	Urtica	Urtica	HERB
Lazarova_a16	1233	3	1199	Triticum-type	Triticum-type	HERB
Lazarova_a16	1287	2	417	Typha latifolia	Typha latifolia	AQUA
Lazarova_a16	1334	3	734	Typha/Sparganium type	Typha/Sparganium	AQUA
Lazarova_a16	170	1	170	Polygalaceae	Polygala	HERB
Lazarova_a16	201	31	31	Corylus	Corylus	TRSH
Lazarova_a16	498	2	498	Geranium	Geranium	HERB
Lazarova_a16	547	1	547	Epilobium	Epilobium	HERB
Lazarova_a16	799	1	799	Primulaceae	Primulaceae	HERB
Lazarova_a16	1047	2	47	Fraxinus excelsior-type	Fraxinus excelsior-type	TRSH
Lazarova_a16	1049	505	125	Pinus diploxylon-type	Pinus sylvestris-type	TRSH
Lazarova_a16	1257	1	1257	Knautia	Knautia	HERB
Lazarova_a16	1330	1	59	Mentha/Salvia-type	Lamiaceae	HERB
Lazarova_a16	1331	3	458	Plantago media/major	Plantago major/P. media-type	HERB
Lazarova_a16	1332	5	1332	Ranunculus serbicus	Ranunculus serbicus	HERB
Lazarova_a16	1333	6	1242	Taraxacum-type	Crepis-type	HERB
Lazarova_a16	1336	3	1336	Viburnum/Euonymus	Viburnum/Euonymus	TRSH
Lazarova_a16	92	4	92	Rosaceae	Rosaceae	TRSH
Lazarova_a16	93	3	93	Rubiaceae	Rubiaceae	HERB
