samplename	original_varname	acc_varname	groupid	count	percentage	notes
Binney2017_E2251	Alnus	Alnus	TRSH	22	3.5947712	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Binney2017_E2251	Betula	Betula	TRSH	61	9.9673203	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Binney2017_E2251	Betula sect. Costatae	Betula	TRSH	7	1.1437908	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Binney2017_E2251	Betula sect. Nanae/Fruticosa	Betula nana-type	DWAR	1	0.16339869	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Betula sect. Albae	Betula pubescens-type	TRSH	17	2.7777778	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Carpinus	Carpinus betulus	TRSH	13	2.124183	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Corylus	Corylus	TRSH	15	2.4509804	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Binney2017_E2251	Juglans	Juglans	TRSH	14	2.2875817	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Binney2017_E2251	Picea sect. Eupicea	Picea abies-type	TRSH	5	0.81699346	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Picea omorica	Picea omorika-type	TRSH	2	0.32679739	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Pinus (Haploxylon)	Pinus cembra-type	TRSH	93	15.196078	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Pinus (Diploxylon)	Pinus sylvestris-type	TRSH	42	6.8627451	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Quercus	Quercus	TRSH	141	23.039216	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Binney2017_E2251	Rosaceae	Rosaceae	TRSH	2	0.32679739	Inconsistent at the groupID and higher_groupID levels between EPD and NEOTOMA. Going for EPD groupID.
Binney2017_E2251	Salix	Salix	TRSH	3	0.49019608	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Binney2017_E2251	Syringa	Syringa	TRSH	2	0.32679739	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Binney2017_E2251	Ulmus	Ulmus/Zelkova	TRSH	12	1.9607843	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Binney2017_E2251	Apiaceae	Apiaceae	HERB	2	0.32679739	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Artemisia	Artemisia	HERB	32	5.2287582	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Asteraceae	Asteraceae	HERB	4	0.65359477	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Brassicaceae	Brassicaceae	HERB	2	0.32679739	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Caryophyllaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB	8	1.3071895	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB	3	0.49019608	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Cyperaceae	Cyperaceae	HERB	26	4.248366	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Fabaceae	Fabaceae	HERB	2	0.32679739	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Lamiaceae	Lamiaceae	HERB	3	0.49019608	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Poaceae	Poaceae	HERB	39	6.372549	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Primulaceae	Primulaceae	HERB	6	0.98039216	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Ranunculaceae	Ranunculaceae	HERB	11	1.7973856	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Saxifragaceae	Saxifragaceae	HERB	4	0.65359477	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Thalictrum	Thalictrum	HERB	10	1.6339869	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Binney2017_E2251	Polypodiaceae	Monolete fern spores	VACR	5	0.81699346	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Osmundaceae	Osmunda-type	VACR	3	0.49019608	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Potamogeton	Potamogeton-type	AQUA	1	0.16339869	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Binney2017_E2251	Typhaceae	Typha/Sparganium	AQUA	12	1.9607843	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
