	samplename	var_	count	acc_var_	original_varname	acc_varname	groupid	notes
0	Pędziszewska_a2	1386	20	4	Alnus undiff.	Alnus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
1	Pędziszewska_a2	671	4	324	Arcella	Arcella	RHIZ	GroupID taken from POLNET. Only one taxon matched that acc_varname.
2	Pędziszewska_a2	37	11	37	Artemisia	Artemisia	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
3	Pędziszewska_a2	608	1	41	Aster-type	Aster-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
4	Pędziszewska_a2	1250	215	150	Betula alba-type	Betula pubescens-type	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
5	Pędziszewska_a2	7	8	7	Carpinus	Carpinus betulus	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
6	Pędziszewska_a2	2415	7	568	Cercophora	Cercophora-type	FUNG	GroupID taken from POLNET. Only one taxon matched that acc_varname.
7	Pędziszewska_a2	2416	41	2416	Charcoal	Charcoal 10-20µm	CHAR	GroupID taken from spreadsheet
8	Pędziszewska_a2	59	4	9	Corylus avellana	Corylus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
9	Pędziszewska_a2	61	4	61	Cyperaceae	Cyperaceae	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
10	Pędziszewska_a2	70	118	12	Fagus sylvatica	Fagus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
11	Pędziszewska_a2	481	1	481	Frangula	Frangula alnus	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
12	Pędziszewska_a2	683	6	683	Fungi	Fungi	FUNG	GroupID taken from POLNET. Only one taxon matched that acc_varname.
13	Pędziszewska_a2	2418	1	2418	HdV 200	HdV 200	FUNG	GroupID taken from spreadsheet
14	Pędziszewska_a2	2420	2	2420	HdV 8B	HdV 8B	FUNG	GroupID taken from spreadsheet
15	Pędziszewska_a2	2421	2	2421	HdV 28	HdV 28	FUNG	GroupID taken from spreadsheet
16	Pędziszewska_a2	2422	2	2422	HdV 37	HdV 37	FUNG	GroupID taken from spreadsheet
17	Pędziszewska_a2	2423	5	2423	Helicoon pluriseptatum	Helicoon pluriseptatum	FUNG	GroupID taken from POLNET. Only one taxon matched that acc_varname.
18	Pędziszewska_a2	1800	35	571	Lycopodium	Lycopodium (counted)	NOPO	GroupID taken from spreadsheet
19	Pędziszewska_a2	2424	18583	2424	Lycopodium	Concentration of Lycopodium	NOPO	GroupID taken from POLNET. Only one taxon matched that acc_varname.
20	Pędziszewska_a2	972	1	195	Menyanthes trifoliata	Menyanthes trifoliata	AQUA	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
21	Pędziszewska_a2	1277	1	100	Peucedanum-type	Peucedanum-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
22	Pędziszewska_a2	794	17	794	Picea abies	Picea abies-type	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
23	Pędziszewska_a2	799	614	148	Pinus sylvestris	Pinus sylvestris-type	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
24	Pędziszewska_a2	106	25	106	Poaceae	Poaceae	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
25	Pędziszewska_a2	2426	62	167	Polypodiaceae monolete	Monolete fern spores	VACR	GroupID taken from POLNET. Only one taxon matched that acc_varname.
26	Pędziszewska_a2	107	1	107	Populus	Populus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
27	Pędziszewska_a2	208	80	208	Quercus	Quercus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
28	Pędziszewska_a2	641	1	113	Ranunculus acris-type	Ranunculus acris-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
29	Pędziszewska_a2	121	1	121	Rumex acetosa	Rumex acetosa-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
30	Pędziszewska_a2	25	3	25	Salix	Salix	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
31	Pędziszewska_a2	493	2	423	Sambucus	Sambucus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
32	Pędziszewska_a2	165	6	165	Sphagnum	Sphagnum	NOPO	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
33	Pędziszewska_a2	29	4	29	Tilia	Tilia	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
34	Pędziszewska_a2	1243	2	1209	Triticum-type	Triticum-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
35	Pędziszewska_a2	744	2	744	Turbellaria	Turbellaria	PLAT	GroupID taken from spreadsheet
36	Pędziszewska_a2	1419	2	663	Urtica undiff.	Urtica	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
37	Pędziszewska_a2	1784	4	244	Xanthium-type	Ambrosia/Xanthium	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
