samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Leroy_i6	5	3	5	Alnus	Alnus	TRSH
Leroy_i6	12	1	12	Betula	Betula	TRSH
Leroy_i6	77	1	77	Pistacia	Pistacia	TRSH
Leroy_i6	201	1	31	Corylus	Corylus	TRSH
Leroy_i6	1819	1	203	Cupressaceae	Juniperus-type	TRSH
Leroy_i6	1944	109	1944	Pinaceae	Pinaceae	TRSH
Leroy_i6	130	10	130	Ericaceae	Ericales (tetrad)	DWAR
Leroy_i6	188	1	188	Buxus	Buxus	TRSH
Leroy_i6	190	1	190	Fraxinus	Fraxinus	TRSH
Leroy_i6	192	4	42	Fagus	Fagus	TRSH
Leroy_i6	78	26	78	Platanus	Platanus	TRSH
Leroy_i6	99	3	99	Salix	Salix	TRSH
Leroy_i6	122	3	122	Vitis	Vitis	TRSH
Leroy_i6	442	7	68	Olea	Olea europaea	TRSH
Leroy_i6	707	1	24	Amaranthaceae	Chenopodiaceae/Amaranthaceae	HERB
Leroy_i6	13	1	13	Brassicaceae	Brassicaceae	HERB
Leroy_i6	33	2	33	Cyperaceae	Cyperaceae	HERB
Leroy_i6	80	12	80	Poaceae	Poaceae	HERB
Leroy_i6	724	6	270	Plantago	Plantago	HERB
Leroy_i6	135	2	135	Ranunculaceae	Ranunculaceae	HERB
Leroy_i6	727	1	94	Rumex	Rumex/Oxyria	HERB
Leroy_i6	2035	2	2035	Emex spinosa	Emex spinosa	HERB
Leroy_i6	2066	13	177	Undeterminable	Indeterminable: unknown	INUN
Leroy_i6	427	16	85	Quercus evergreen	Quercus ilex-type	TRSH
Leroy_i6	437	7	86	Quercus deciduous	Quercus robur-type	TRSH
Leroy_i6	2064	1	279	Triletes psilate	Trilete spore(s)	VACR
