samplename	var_	count	acc_var_	original_varname	acc_varname	groupid
Kolaczek_g18	2	2	2	Acer	Acer campestre-type	TRSH
Kolaczek_g18	1376	80	5	Alnus undiff.	Alnus	TRSH
Kolaczek_g18	1377	1	586	Ambrosia-type	Ambrosia	HERB
Kolaczek_g18	7	16	7	Artemisia	Artemisia	HERB
Kolaczek_g18	589	2	3	Anthemis-type	Matricaria-type	HERB
Kolaczek_g18	1110	1	215	Athyrium	Athyrium filix-femina	VACR
Kolaczek_g18	1215	2	1111	Avena-type	Avena-type	HERB
Kolaczek_g18	13	8	13	Brassicaceae	Brassicaceae	HERB
Kolaczek_g18	24	4	24	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB
Kolaczek_g18	457	1	457	Calluna vulgaris	Calluna vulgaris	TRSH
Kolaczek_g18	563	14	16	Carpinus betulus	Carpinus betulus	TRSH
Kolaczek_g18	822	11	22	Cerealia undiff.	Cerealia-type	HERB
Kolaczek_g18	1384	1	1324	Corroded	Indeterminable: corroded	INUN
Kolaczek_g18	31	17	31	Corylus avellana	Corylus	TRSH
Kolaczek_g18	33	2	33	Cyperaceae	Cyperaceae	HERB
Kolaczek_g18	42	6	42	Fagus sylvatica	Fagus	TRSH
Kolaczek_g18	783	7	783	Picea abies	Picea abies-type	TRSH
Kolaczek_g18	1395	335.5	125	Pinus sylvestris type	Pinus sylvestris-type	TRSH
Kolaczek_g18	605	2	93	Galium-type	Rubiaceae	HERB
Kolaczek_g18	60	6	60	Plantago lanceolata	Plantago lanceolata-type	HERB
Kolaczek_g18	81	4	81	Populus	Populus	TRSH
Kolaczek_g18	189	40	189	Quercus	Quercus	TRSH
Kolaczek_g18	429	23	80	Poaceae undiff.	Poaceae	HERB
Kolaczek_g18	144	37	144	Sphagnum	Sphagnum	BRYO
Kolaczek_g18	256	1	256	Secale cereale	Secale cereale	HERB
Kolaczek_g18	634	3	95	Rumex acetosa-type	Rumex acetosa-type	HERB
Kolaczek_g18	1400	1	99	Salix undiff.	Salix	TRSH
Kolaczek_g18	1098	1	177	Varia	Indeterminable: unknown	INUN
Kolaczek_g18	154	3	154	Ulmus	Ulmus/Zelkova	TRSH
Kolaczek_g18	1406	7	153	Tilia cordata	Tilia cordata-type	TRSH
Kolaczek_g18	1408	1	1286	Typha latifolia	Typha angustifolia	HELO
Kolaczek_g18	1409	9	652	Urtica undiff.	Urtica	HERB
Kolaczek_g18	1411	1	1044	Xanthium-type	Xanthium	HERB
Kolaczek_g18	47	3	47	Fraxinus excelsior	Fraxinus excelsior-type	TRSH
Kolaczek_g18	1126	1	25	Cichoriaceae	Asteraceae subf. Cichorioideae	HERB
Kolaczek_g18	1378	0.5	1378	Anthoceros	Anthoceros/Phaeoceros	BRYO
Kolaczek_g18	1380	89	12	Betula undiff.	Betula	TRSH
Kolaczek_g18	1385	1	1385	Crataegus	Crataegus	TRSH
Kolaczek_g18	1404	1	490	Sorbus	Rosaceae (non-operculate)	TRSH
