samplename	original_varname	acc_varname	groupid	count	percentage	notes
Muller_a20	Alnus fruticosa	Alnus viridis	TRSH	55	15.320334	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Muller_a20	Betula sect. Nanae	Betula nana-type	DWAR	164	45.682451	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Muller_a20	Betula sect. Albae	Betula pubescens-type	TRSH	6	1.6713092	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Muller_a20	Ericaceae empetrum-type	Empetrum nigrum	DWAR	53	14.763231	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Muller_a20	Larix	Larix/Pseudotsuga	TRSH	4	1.1142061	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Muller_a20	Pinaceae	Pinaceae	TRSH	26	7.2423398	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Muller_a20	Pinus diploxylon-type	Pinus sylvestris-type	TRSH	16	4.4568245	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Muller_a20	Rosaceae rosa canina	Rosa	TRSH	1	0.27855153	GroupID taken from POLNET. Only one taxon matched that acc_varname.
Muller_a20	Artemisia	Artemisia	HERB	14	3.8997214	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Muller_a20	Cyperaceae	Cyperaceae	HERB	8	2.2284123	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Muller_a20	Plumbaginaceae	Plumbaginaceae	HERB	1	0.27855153	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Muller_a20	Poaceae	Poaceae	HERB	9	2.5069638	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Muller_a20	Ranunculaceae	Ranunculaceae	HERB	1	0.27855153	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
Muller_a20	Pollen indeterminata	Indeterminable: unknown	INUN	5		GroupID taken from POLNET. Only one taxon matched that acc_varname.
Muller_a20	Pollen, terrestrial	Indeterminable: unknown	INUN	363		GroupID taken from POLNET. Only one taxon matched that acc_varname.
Muller_a20	Equisetum	Equisetum	VACR	1	0.27855153	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
Muller_a20	Lycopodium spores counted	Lycopodium (counted)	NOPO	83		GroupID taken from spreadsheet
Muller_a20	Microthyrium	Microthyrium	FUNG	6		GroupID taken from POLNET. Only one taxon matched that acc_varname.
Muller_a20	Pollen per unit sediment mass	Pollen per unit sediment mass (/g)	NOPO	9341		GroupID taken from POLNET. Only one taxon matched that acc_varname.
